yd;tdta;reta;opita;ebita;lsls;lta;gempl;invsls;nwcta;cacl;qacl;fata;ltdta;mveltd
0;0,641008;0,3400157;0,1354181;0,0996593;6,7821177;6,8609078;-0,0128247;0,0350791;0,0334501;1,2020557;1,0062145;0,4113831;0,8627135;0,2511065
0;0,6435538;0,1896652;0,0700111;0,0159173;5,8961162;5,8024378;-0,0312541;0,2855994;0,2851491;1,8225711;0,9177915;0,2842284;0,7791279;0,2616023
0;0,6727151;0,0350951;-0,0512013;-0,0790172;4,1026598;3,351699;-0,054518;0,1674107;0,2309666;1,4530277;0,7572076;0,0666033;0,347517;0,2554419
0;0,6812963;0,2866676;0,1470503;0,0853377;9,8162138;8,306961;0,0243114;0,067012;0,033769;1,0975775;0,2216979;0,3148493;0,3573431;0,609106
0;0,6929718;0,1900227;0,1095099;0,0879503;7,0570593;6,1711076;0,1138332;0,1645915;0,2111479;1,4243248;0,6221241;0,1871598;0,411987;0,2521466
0;0,7085766;0,1868072;0,3064973;0,2632989;7,8180661;7,5122642;0,0668712;0,0714383;0,0346419;1,1126223;0,7972944;0,2847357;1,2680119;0,5506749
0;0,7116485;0,0369469;0,1638268;0,1335543;5,5231185;5,1947338;0,0796085;0,1352783;0,1750584;1,5365972;0,9607473;0,2705614;0,7166916;0,410125
0;0,7280706;0,1650953;0,1053237;0,0515681;5,0902092;3,6835804;-0,070058;0,0955155;0,1244142;1,2328205;0,5031681;0,1936921;0,2652164;0,3077404
0;0,7526157;0,1645148;0,0912483;0,0716136;6,4450867;7,1992693;0,2807935;0,3937725;0,1674433;1,682402;0,9275173;0,4548537;0,8986225;0,323287
0;0,7997144;0,0985411;0,080778;0,0498692;6,5955723;6,2637943;-0,0030182;0,2385249;0,3572029;2,5935395;1,1107795;0,5660806;0,3057399;0,1833719
1;0,1082585;0,7725004;0,0372077;0,0313227;4,2003334;5,3670289;0,0098057;0,2320091;0,105996;2,2504215;1,3981411;0,0192089;5,6607933;0,0553714
1;0,2132748;0,4875361;-0,0229498;-0,085864;3,5011155;2,9333222;-0,0692603;0,1995402;0,4856566;4,4930629;1,9608681;0,0346226;2,6407768;0,3641312
1;0,2677425;0,6768459;0,2751837;0,2520461;4,5783477;4,2885044;-0,0868463;0,1525721;0,5459582;3,6866948;2,6834396;0,0589394;5,7819075;0,2423449
1;0,2690064;0,5414216;0,1844367;0,1327333;4,0400073;3,7851732;-0,0021282;0,247379;0,4380149;4,3647797;1,9128743;0,1092852;5,3518665;0,3733528
1;0,2977786;0,6095286;0,060537;0,0227047;3,0288666;3,5886431;0,0119556;0,0521915;0,2712726;3,1315842;2,8972755;0,107307;3,6599936;0,220958
1;0,3221771;0,5907356;0,0704794;0,0286101;6,0810328;6,1456075;-0,1305;0,2795421;0,389965;3,0249161;1,6641478;0,0871095;1,4502886;0,3325762
1;0,3524879;0,4216656;0,1041323;0,0895158;3,6929874;3,8729354;-0,0833932;0,2245026;0,7144765;6,8380812;5,3057486;0,0751707;2,8315043;0,1312773
1;0,3864648;0,4594995;0,0019542;-0,0211296;5,0108983;5,7295464;-0,1098669;0,3443175;0,208148;1,6253158;1,1211407;0,03146;2,5112187;0,1438679
1;0,3933389;0,5101976;0,0488108;0,0079159;5,513742;5,4722358;-0,1698624;0,3210761;0,4162727;3,2936045;1,4495468;0,1803824;0,6846044;0,3205798
1;0,4113172;0,4085758;0,2653707;0,250123;4,3314035;3,6737162;0,0238362;0,2435292;0,48888;2,3243489;1,0509009;0,0361939;1,3016009;0,1185313
1;0,4196441;0,5300358;0,219395;0,1985253;6,7532031;6,2055233;-0,007018;0,177784;0,340837;1,9973823;1,0977564;0,0462743;1,6470434;0,2190887
1;0,4621917;0,3169592;0,0958427;0,0415032;5,044668;5,0601009;0,0072771;0,0822659;0,1327464;1,9608082;1,3744929;0,2022219;1,0785992;0,6487616
1;0,4643028;0,3455877;0,111912;0,0777039;4,6236345;4,1339072;-0,0308778;0,2087607;0,3921502;2,1962257;1,1570349;0,1364798;0,5939072;0,2767664
1;0,4699268;0,3493183;0,137956;0,0938567;5,8239808;5,7098449;-0,0547653;0,1574654;0,3534997;1,8808248;1,4410258;0,0521028;1,5561629;0,219615
1;0,4725329;0,30065;0,0619479;0,0295226;5,3565468;4,9363976;0;0,1862711;0,3208366;2,1303166;1,1313978;0,1609855;0,9337609;0,376705
1;0,4831608;0,0554739;0,0977739;0,0542193;5,0733856;4,676519;0,0702096;0,159145;0,351986;2,3023415;1,4266533;0,0936693;0,925157;0,3331211
1;0,4865504;0,240938;0,1607822;0,0849118;5,2681544;4,4909709;0,0064566;0,0629705;0,1811358;1,5489945;1,1338234;0,1041607;0,9103076;0,440934
1;0,4906389;0,0886239;0,1137883;0,0805119;5,7465317;4,8250831;-0,1090465;0,2307774;0,3582682;2,0489409;0,3510257;0,1342358;0,9264949;0,1875344
1;0,4915605;0,4748567;0,1634448;0,1357319;4,3641723;3,537519;-0,0716823;0,1107576;0,3974711;2,0364755;1,3763324;0,0765098;0,9482565;0,2130301
1;0,4977579;0,3825888;0,0862306;0,0324626;6,8772324;6,50583;-0,0911048;0,0570687;0,3610004;3,6003772;3,0044066;0,1835521;1,1839013;0,4419164
1;0,4999806;0,3178792;0,1080963;0,0927818;5,9877649;5,060282;0,0414664;0,1772188;0,6122419;3,6680104;1,7155828;0,2705052;0,8685266;0,1069587
1;0,4999897;0,0699644;0,0864531;0,0444959;4,328114;3,8516204;-0,0782517;0,1772763;0,4538299;2,5755331;1,5844194;0,205435;1,1979512;0,242017
1;0,5036472;0,3366571;-0,011899;-0,0674294;6,5036164;6,4753332;-0,1375588;0,3345613;0,2190095;1,7134443;0,5923143;0,1808767;1,296913;0,2373029
1;0,507353;0,2681453;0,087848;0,0526214;7,465802;7,7071556;-0,0490206;0,0815846;0,2218835;2,8565839;2,3203191;0,0383287;0,1358952;0,5860148
1;0,5079005;0,4127488;0,1111055;0,0417349;7,2776879;7,5663768;-0,0269326;0,2047735;0,177261;1,8153253;1,1096328;0,1566038;0,8852736;0,5361926
1;0,5079982;0,3431196;0,105693;0,0841074;5,934785;5,2412588;-0,2879793;0,0679974;0,0773867;1,2067345;0,8432934;0,0391109;3,3272349;0,1644481
1;0,5167998;0,3082723;0,011052;-0,0732963;5,9177248;5,0988865;-0,0036987;0,0567071;0,0260189;1,0734486;0,7104136;0,1463506;0,4388845;0,5670181
1;0,5169765;0,1694758;0,1861542;0,155007;4,5066486;3,8482496;-0,0710471;0,1394918;0,4100155;2,8568421;1,6365539;0,2799267;0,9292176;0,2913252
1;0,5177049;0,2506142;0,004336;-0,0278941;2,9255468;2,127856;-0,0631529;0,3771399;0,4383582;1,9637752;0,1226564;0,0628704;0,4331554;0,0917763
1;0,5180436;0,29119;0,1468571;0,1135669;5,2977084;4,8090286;0,0170552;0,1685087;0,3464917;2,0965769;1,2272171;0,1712788;1,174145;0,271892
1;0,5233682;0,3521149;0,1157495;0,0761407;7,1804418;6,6186168;0,0477391;0,149927;0,1824347;1,5870272;0,7409145;0,174695;0,5157443;0,4364309
1;0,5358883;0,3740854;0,1125745;0,0684624;6,7326564;6,6693358;0,0570969;0,1110052;0,1361118;1,7829656;1,1026819;0,2419769;0,5588853;0,5208287
1;0,5391169;0,3004538;0,1378381;0,1199206;6,8273998;6,8512141;0,0183609;0,2416622;0,5112452;5,4198598;3,3797874;0,3335265;0,6109;0,2928356
1;0,5414321;0,2243951;0,0871299;0,0565422;7,5003843;6,9654768;-0,0631719;0,1879337;0,3453161;2,2827824;1,0908593;0,1575536;0,7799759;0,3561874
1;0,5433472;0,4351819;0,0795822;0,0706697;3,367881;3,9875445;-0,1162309;0,2560436;0,3962911;1,7401123;1,482788;0,0078997;0,6835921;0,0577287
1;0,5517836;0,3483854;0,0076706;-0,0403961;4,1559733;3,5558591;-0,0263528;0,1915647;0,3732052;2,2768122;1,0824911;0,251072;0,2858569;0,3300556
1;0,5765308;0,0876674;0,1377796;0,1294693;4,930979;4,6469265;0,2363541;0,4661752;0,3437462;1,5974495;0,5210465;0,0002793;6,5552436;0,0319701
1;0,584596;0,3182426;0,3667678;0,310211;10,009634;9,5025299;-0,0111624;0,0469114;0,0916545;1,3380657;1,0507506;0,1464714;0,9526626;0,5822154
1;0,585507;0,2022918;0,1888968;0,1541336;4,2435437;4,102051;0,0145994;0,0535308;0,166754;2,1239061;1,7082758;0,397453;0,9595487;0,5774656
1;0,588802;0,2540991;0,1501776;0,1237083;6,3810535;6,2407341;0,149216;0,2390792;0,2832782;1,9791583;1,0282878;0,2746546;0,562862;0,2866809
1;0,5909825;0,3291005;0,2244577;0,2050127;4,3868541;3,6827621;0,0450813;0,2667159;0,4257152;1,9941545;0,7347453;0,1443268;1,3498102;0,1460668
1;0,5966352;0,0743997;0,0680591;0,023842;6,7113204;6,9481263;-0,1328396;0,1685237;0,2569327;2,0592541;1,5109793;0,2562563;1,0577851;0,2761244
1;0,6024582;0,1442187;-0,3320791;-0,3569098;2,9002706;1,7032442;-0,0825494;0,1401727;0,4364184;1,8978328;0,9432406;0,1163782;0,6475071;0,0672185
1;0,6037153;0,1858258;-0,1181577;-0,1705686;2,847273;2,7700295;-0,1690236;0,485257;0,4187049;1,9944675;0,7493775;0,1826811;0,6727115;0,1379571
1;0,603791;0,2812767;0,1565568;0,0994372;8,6563472;7,3578551;0,0347999;0,0847629;0,0749881;1,2306914;0,2753191;0,2163391;0,5931968;0,5300306
1;0,6146526;0,2601045;0,0844966;0,0625671;5,938536;5,5185679;-0,071549;0,2204957;0,345459;1,9379968;1,0268362;0,1943309;0,6176351;0,1757158
1;0,6148708;0,2069387;0,1048678;0,0546194;3,7232926;3,8000873;0,073593;0,2272088;0,2283574;1,8416206;1,0661329;0,3384098;0,94739;0,4519369
1;0,6172266;0,298755;0,1143309;0,0496369;7,1750854;6,8241463;-0,0112582;0,1803756;0,2490902;2,081666;0,9691012;0,2939409;0,2936341;0,4901937
1;0,6435415;0,067721;0,0869979;-0,0073488;6,8382346;6,5714674;0,1075664;0,213254;0,2252071;1,7042044;0,8335029;0,3106917;0,2848647;0,4093685
1;0,661019;0,2433573;0,051116;0,012167;5,5381638;5,7938786;-0,0627051;0,0884808;0,0484363;1,2051941;0,9149341;0,3755348;0,443554;0,5239427
1;0,6799123;0,0529308;0,1143884;0,0869775;5,643138;5,6344897;0,2006738;0,205206;0,0905194;1,2407389;0,6902475;0,2826091;0,2487053;0,2294789
1;0,6975749;0,1402195;0,2286354;0,1668293;4,4005136;3,6528309;-0,0599622;0,2651078;0,2701852;1,8053626;0,136322;0,3620923;0,2126431;0,3804925
1;0,7042962;0,1848773;-0,0225112;-0,0751514;6,6135992;6,2940942;0,0106272;0,1500036;0,1186478;1,3904842;0,7109605;0,3723326;0,1334282;0,5370457
1;0,708715;0,0754349;0,0332376;-0,0067149;6,9175387;7,0680808;-0,0755199;0,1450065;0,10246;1,6053648;0,8683593;0,4323208;0,1451753;0,6379372
1;0,7342635;0,2423625;0,0339937;0,0068685;5,9518273;6,1356952;-0,1189216;0,2827977;0,2317365;1,8187291;0,987408;0,2963755;0,3798405;0,4603433
1;0,7438458;0,151312;0,1028837;0,0746171;6,7582873;6,381062;-0,0036581;0,2583551;0,3578932;2,4745566;0,9223415;0,4394668;0,1302515;0,3945198
1;0,750466;0,0170972;0,0471908;0,0370709;4,3963858;3,2527311;0,1262479;0,13111;0,3294269;1,5664428;0,8589605;0,1688948;0,2157382;0,0574167
1;0,7507181;0,1706617;0,1160254;0,0558334;5,7202975;4,2739999;0,0587943;0,0555992;0,1597374;1,407548;0,8050442;0,3125333;0,3283313;0,2981023
1;0,7520904;0,2303495;-0,0168117;-0,0572351;4,9431125;3,7782218;-0,0342698;0,1818855;0,1376199;1,2550259;0,1745711;0,2103689;0,3320995;0,2891912
1;0,7549751;0,040635;0,1218582;0,0373426;6,0656312;4,5842939;0,0367254;0,0561554;0,0097271;1,026456;0,3546098;0,3844576;0,302725;0,5896731
1;0,7588121;-0,0100368;0,0181057;-0,0228842;6,0203379;5,4431824;-0,0622817;0,1603698;0,2205584;1,548619;0,8381823;0,2482106;0,0943306;0,3462554
1;0,7736941;0,0772825;-0,022664;-0,0424759;5,2538947;4,6662046;-0,136779;0,2676949;0,316745;1,6065509;0,6839196;0,1925134;0,3678989;0,159038
1;0,7739663;-0,5840462;0,0448149;0,0188114;3,593569;3,3100195;-0,1835033;0,1400758;0,2023942;1,4697641;1,0380574;0,3431246;0,2134781;0,333367
1;0,7754228;-0,0151677;0,0622541;-0,0039521;6,4739664;6,631824;-0,1500878;0,3445056;0,4249434;3,0086535;1,6180176;0;0,376974;0,3381529
1;0,8239512;0,0592442;-0,1753002;-0,2279131;4,7721263;4,3011174;-0,1433397;0,147754;0,0548788;1,1158556;0,6162722;0,2661831;0,0529808;0,3639463
1;0,8245901;0,0217725;0,0386526;0,0151639;4,5719664;3,9847919;-0,0365137;0,1848524;0,140241;1,2743265;0,6238603;0,3100666;0,2878045;0,3071465
1;0,8248516;-0,1327088;0,0304792;0,0015462;7,0990563;6,9841196;-0,1518011;0,2419484;0,1967887;1,4685785;0,8222975;0,2869419;0,2032662;0,1489044
